"query_id_rodada","query_orcamento","query_posicao","nome","posicao","custo","id_oponente","media_normalizada","potencial_por_cartoleta","pontuacao_obtida","pontuacao_obtida_por_cartoleta","diferenca","rank"
"3";"4.0";"ata";"Romarinho";"ata";"2.71";"354";"0,07";"0,02";"3.3";"1,22";"3,23";"0.9230769230769231"
"3";"8.0";"ata";"Everaldo ";"ata";"9.01";"277";"3,80";"0,42";"0.0";"0,00";"-3,80";"0.36363636363636365"
"3";"8.0";"ata";"Eder";"ata";"9.41";"280";"3,05";"0,32";"0.3";"0,03";"-2,75";"0.45454545454545453"
"3";"8.0";"ata";"Alef Manga";"ata";"9.08";"282";"2,87";"0,32";"4.6";"0,51";"1,73";"0.9090909090909091"
"3";"8.0";"ata";"Pedro Raul";"ata";"9.01";"314";"2,85";"0,32";"0.5";"0,06";"-2,35";"0.5454545454545454"
"3";"8.0";"ata";"Felipe Azevedo";"ata";"6.74";"277";"2,55";"0,38";"2.2";"0,33";"-0,35";"0.6363636363636364"
"3";"8.0";"ata";"Paulinho Bóia";"ata";"6.71";"277";"2,54";"0,38";"2.9";"0,43";"0,36";"0.8181818181818182"
"3";"8.0";"ata";"Ângelo";"ata";"6.32";"327";"2,54";"0,40";"0.0";"0,00";"-2,54";"0.2727272727272727"
"3";"8.0";"ata";"Robson";"ata";"6.01";"354";"1,75";"0,29";"-0.4";"-0,07";"-2,15";"0.09090909090909091"
"3";"8.0";"ata";"Sorriso";"ata";"6.75";"276";"1,04";"0,15";"2.3";"0,34";"1,26";"0.7272727272727273"
"3";"8.0";"ata";"Óscar Ruíz";"ata";"9.1";"1371";"0,95";"0,10";"0.0";"0,00";"-0,95";"0.18181818181818182"
"3";"8.0";"ata";"Ytalo";"ata";"6.89";"276";"0,81";"0,12";"9.7";"1,41";"8,89";"1.0"
"3";"12.0";"ata";"Muriqui";"ata";"10.44";"290";"3,38";"0,32";"0.0";"0,00";"-3,38";"0.2857142857142857"
"3";"12.0";"ata";"Erison";"ata";"11.3";"373";"3,05";"0,27";"1.2";"0,11";"-1,85";"0.5714285714285714"
"3";"12.0";"ata";"Mendoza";"ata";"11.69";"356";"2,84";"0,24";"1.5";"0,13";"-1,34";"0.7142857142857143"
"3";"12.0";"ata";"Victor Sá";"ata";"10.51";"373";"2,76";"0,26";"0.4";"0,04";"-2,36";"0.42857142857142855"
"3";"12.0";"ata";"Marcos Leonardo";"ata";"10.6";"327";"2,21";"0,21";"10.9";"1,03";"8,69";"1.0"
"3";"12.0";"ata";"Ademir";"ata";"11.38";"294";"2,15";"0,19";"8.2";"0,72";"6,05";"0.8571428571428571"
"3";"12.0";"ata";"Cano";"ata";"10.01";"285";"1,79";"0,18";"-0.5";"-0,05";"-2,29";"0.14285714285714285"
