"query_id_rodada","query_orcamento","query_posicao","nome","posicao","custo","id_oponente","media_normalizada","potencial_por_cartoleta","pontuacao_obtida","pontuacao_obtida_por_cartoleta","diferenca","rank"
"13","4.0","ata","Helinho","ata","4.02","277","2.72","0.68","-2.1","-0.52","-4.82","19"
"13","4.0","ata","Erick","ata","2.57","1371","2.18","0.85","8.9","3.46","6.72","1"
"13","4.0","ata","Pablo","ata","5.69","294","2.09","0.37","0.0","0.00","-2.09","10"
"13","4.0","ata","Marcelo Cirino","ata","3.76","294","1.44","0.38","0.0","0.00","-1.44","15"
"13","4.0","ata","Churín","ata","5.21","286","1.40","0.27","1.3","0.25","-0.10","8"
"13","4.0","ata","André","ata","3.77","354","1.29","0.34","0.0","0.00","-1.29","11"
"13","4.0","ata","Luiz Fernando ","ata","4.48","286","1.25","0.28","1.8","0.40","0.55","5"
"13","4.0","ata","Moisés","ata","5.6","327","1.12","0.20","4.7","0.84","3.58","2"
"13","4.0","ata","Vitinho","ata","5.02","282","1.02","0.20","0.0","0.00","-1.02","13"
"13","4.0","ata","Felipe Marques","ata","3.41","354","0.96","0.28","0.7","0.21","-0.26","9"
"13","4.0","ata","Ricardo Bueno","ata","4.47","373","0.73","0.16","1.3","0.29","0.57","6"
"13","4.0","ata","Vinicius","ata","4.34","264","0.60","0.14","0.0","0.00","-0.60","14"
"13","4.0","ata","Pitta","ata","3.33","373","0.45","0.13","0.0","0.00","-0.45","16"
"13","4.0","ata","Aloísio","ata","5.15","356","0.45","0.09","2.2","0.43","1.75","3"
"13","4.0","ata","Alesson","ata","4.85","354","0.44","0.09","0.0","0.00","-0.44","12"
"13","4.0","ata","Dadá Belmonte","ata","3.91","264","0.41","0.10","1.3","0.33","0.89","7"
"13","4.0","ata","Silvio Romero","ata","3.64","327","0.38","0.11","-0.1","-0.03","-0.48","17"
"13","4.0","ata","Felipe Azevedo","ata","5.97","356","0.01","0.00","1.8","0.30","1.79","4"
"13","4.0","ata","Cléber","ata","4.2","1371","-0.23","-0.05","-0.5","-0.12","-0.27","18"
"13","8.0","ata","Gabriel","ata","9.47","282","3.28","0.35","9.5","1.00","6.22","2"
"13","8.0","ata","Everaldo ","ata","8.64","356","2.35","0.27","4.1","0.47","1.75","6"
"13","8.0","ata","Bissoli","ata","8.3","266","2.26","0.27","10.3","1.24","8.04","1"
"13","8.0","ata","Pedro Raul","ata","8.97","264","2.25","0.25","8.2","0.91","5.95","4"
"13","8.0","ata","Vargas","ata","6.71","262","2.16","0.32","8.5","1.27","6.34","3"
"13","8.0","ata","Keno","ata","6.93","262","2.11","0.30","0.0","0.00","-2.11","9"
"13","8.0","ata","Ytalo","ata","7.48","277","2.00","0.27","0.0","0.00","-2.00","10"
"13","8.0","ata","Artur","ata","8.57","277","1.99","0.23","2.3","0.27","0.31","7"
"13","8.0","ata","Jhojan Julio","ata","6.23","280","1.70","0.27","0.0","0.00","-1.70","12"
"13","8.0","ata","Gabriel Veron","ata","6.02","276","1.14","0.19","1.2","0.20","0.06","8"
"13","8.0","ata","Vinícius Lopes","ata","6.35","285","1.08","0.17","5.4","0.85","4.32","5"
"13","8.0","ata","Cuello","ata","7.42","294","0.94","0.13","0.0","0.00","-0.94","11"
"13","12.0","ata","Marcos Leonardo","ata","13.73","280","5.82","0.42","0.5","0.04","-5.32","8"
"13","12.0","ata","Léo Baptistão ","ata","11.48","280","4.80","0.42","5.7","0.50","0.90","4"
"13","12.0","ata","Rony","ata","10.79","276","4.61","0.43","11.6","1.08","6.99","2"
"13","12.0","ata","Erison","ata","13.72","285","4.46","0.33","0.6","0.04","-3.86","7"
"13","12.0","ata","Dudu","ata","11.43","276","4.46","0.39","1.1","0.10","-3.36","6"
"13","12.0","ata","Muriqui","ata","10.2","266","2.91","0.29","-0.4","-0.04","-3.31","10"
"13","12.0","ata","Cano","ata","13.1","314","2.86","0.22","3.0","0.23","0.14","5"
"13","12.0","ata","Morato","ata","10.27","266","2.78","0.27","0.3","0.03","-2.48","9"
"13","12.0","ata","Luciano","ata","11.18","275","2.59","0.23","6.3","0.56","3.71","3"
"13","12.0","ata","Luiz Henrique","ata","10.53","314","1.16","0.11","","","","1"
"13","4.0","tec","Marquinhos Santos","tec","4.26","1371","2.35","0.55","2.36","0.55","0.01","2"
"13","4.0","tec","Jair Ventura","tec","5.15","264","2.19","0.42","4.92","0.96","2.73","1"
"13","8.0","tec","Jorginho","tec","8.46","286","3.24","0.38","2.64","0.31","-0.60","7"
"13","8.0","tec","Eduardo Barroca","tec","7.75","266","3.14","0.41","3.2","0.41","0.06","6"
"13","8.0","tec","Luiz Felipe Scolari","tec","8.67","294","3.09","0.36","5.26","0.61","2.17","3"
"13","8.0","tec","Juan Vojvoda","tec","7.76","327","3.06","0.39","4.4","0.57","1.34","4"
"13","8.0","tec","Fernando Diniz","tec","9.7","314","2.92","0.30","6.0","0.62","3.08","2"
"13","8.0","tec","Luís Castro","tec","8.59","285","2.92","0.34","3.52","0.41","0.60","5"
"13","8.0","tec","Vagner Mancini","tec","6.92","356","2.46","0.36","2.18","0.32","-0.28","8"
"13","8.0","tec","Dorival Júnior","tec","7.64","282","2.16","0.28","9.1","1.19","6.94","1"
"13","8.0","tec","António Oliveira","tec","6.26","354","2.09","0.33","1.4","0.22","-0.69","9"
"13","12.0","tec","Maurício Barbieri","tec","10.81","277","3.75","0.35","3.89","0.36","0.14","6"
"13","12.0","tec","Abel Ferreira","tec","13.02","276","3.68","0.28","4.35","0.33","0.67","5"
"13","12.0","tec","Antonio Mohamed","tec","12.75","262","3.33","0.26","5.0","0.39","1.67","2"
"13","12.0","tec","Vítor Pereira","tec","12.53","290","3.06","0.24","4.66","0.37","1.60","4"
"13","12.0","tec","Fabián Bustos","tec","10.2","280","2.81","0.28","4.94","0.48","2.13","3"
"13","12.0","tec","Rogério Ceni","tec","11.46","275","2.81","0.24","5.46","0.48","2.65","1"
"14","4.0","gol","César","gol","5.71","276","1.72","0.30","1.0","0.18","-0.72","1"
"14","4.0","gol","João Ricardo","gol","5.28","373","1.26","0.24","0.0","0.00","-1.26","2"
"14","4.0","gol","Ronaldo","gol","5.81","354","1.22","0.21","-2.0","-0.34","-3.22","5"
"14","4.0","gol","Marcelo Boeck","gol","3.48","282","1.17","0.34","0.0","0.00","-1.17","3"
"14","4.0","gol","Vladimir","gol","3.33","275","0.33","0.10","0.0","0.00","-0.33","4"
"14","8.0","gol","Santos","gol","9.97","327","3.42","0.34","5.0","0.50","1.58","3"
"14","8.0","gol","Bento","gol","7.69","280","2.47","0.32","13.0","1.69","10.53","1"
"14","8.0","gol","Cleiton","gol","8.73","293","1.06","0.12","0.0","0.00","-1.06","6"
"14","8.0","gol","Gatito Fernández","gol","6.33","266","1.02","0.16","11.0","1.74","9.98","2"
"14","8.0","gol","Daniel","gol","7.05","294","0.80","0.11","0.0","0.00","-0.80","7"
"14","8.0","gol","Jandrei","gol","8.0","286","0.52","0.06","1.0","0.13","0.48","5"
"14","8.0","gol","Tadeu","gol","8.13","1371","0.39","0.05","3.0","0.37","2.61","4"
"14","12.0","gol","Cássio","gol","12.41","277","3.03","0.24","-1.0","-0.08","-4.03","6"
"14","12.0","gol","Weverton","gol","10.28","314","2.48","0.24","1.0","0.10","-1.48","4"
"14","12.0","gol","Walter","gol","12.22","290","2.36","0.19","1.0","0.08","-1.36","5"
"14","12.0","gol","Fábio","gol","11.04","263","2.07","0.19","7.0","0.63","4.93","1"
"14","12.0","gol","João Paulo","gol","12.92","264","1.83","0.14","2.0","0.15","0.17","2"
"14","12.0","gol","Everson","gol","10.7","356","1.79","0.17","1.0","0.09","-0.79","3"
"14","4.0","zag","Nicolás Hernández","zag","3.85","280","3.06","0.79","0.0","0.00","-3.06","13"
"14","4.0","zag","Ceballos","zag","4.23","282","2.82","0.67","0.0","0.00","-2.82","14"
"14","4.0","zag","Titi","zag","4.42","282","2.03","0.46","-0.5","-0.11","-2.53","20"
"14","4.0","zag","Vitão","zag","4.62","294","1.85","0.40","0.0","0.00","-1.85","17"
"14","4.0","zag","Arthur Chaves","zag","4.9","275","1.82","0.37","-0.4","-0.08","-2.22","19"
"14","4.0","zag","Bressan","zag","5.51","275","1.52","0.28","0.0","0.00","-1.52","15"
"14","4.0","zag","Éder","zag","2.65","262","1.32","0.50","5.6","2.11","4.28","3"
"14","4.0","zag","Messias","zag","4.02","373","1.14","0.28","0.5","0.12","-0.64","10"
"14","4.0","zag","Henrique","zag","5.07","285","1.10","0.22","1.0","0.20","-0.10","8"
"14","4.0","zag","Paulão","zag","4.56","290","1.03","0.23","0.0","0.00","-1.03","12"
"14","4.0","zag","Kanu","zag","3.97","266","0.98","0.25","7.6","1.91","6.62","1"
"14","4.0","zag","Robson Bambu","zag","5.82","277","0.94","0.16","4.6","0.79","3.66","4"
"14","4.0","zag","Ramon Menezes","zag","3.82","354","0.91","0.24","-1.6","-0.42","-2.51","21"
"14","4.0","zag","Léo","zag","5.88","286","0.81","0.14","-0.3","-0.05","-1.11","18"
"14","4.0","zag","Mercado","zag","5.89","294","0.80","0.14","0.9","0.15","0.10","9"
"14","4.0","zag","Yan Souto","zag","3.01","1371","0.66","0.22","1.6","0.53","0.94","6"
"14","4.0","zag","Thalisson Kelven","zag","2.19","276","0.56","0.25","0.0","0.00","-0.56","16"
"14","4.0","zag","Reynaldo","zag","4.68","1371","0.48","0.10","1.3","0.28","0.82","7"
"14","4.0","zag","Luiz Otávio","zag","3.33","373","0.48","0.14","0.0","0.00","-0.48","11"
"14","4.0","zag","Conti","zag","3.8","262","0.38","0.10","6.2","1.63","5.82","2"
"14","4.0","zag","Caetano","zag","5.39","1371","0.10","0.02","3.2","0.59","3.10","5"
"14","8.0","zag","Natan","zag","8.54","293","2.77","0.32","-0.5","-0.06","-3.27","13"
"14","8.0","zag","Pedro Henrique","zag","8.86","280","2.15","0.24","5.4","0.61","3.25","3"
"14","8.0","zag","Víctor Cuesta","zag","8.52","266","2.08","0.24","7.9","0.93","5.82","2"
"14","8.0","zag","Manoel","zag","8.66","263","2.07","0.24","12.1","1.40","10.03","1"
"14","8.0","zag","Nathan Silva","zag","9.28","356","1.84","0.20","0.0","0.00","-1.84","9"
"14","8.0","zag","Pablo","zag","7.4","327","1.65","0.22","-0.9","-0.12","-2.55","16"
"14","8.0","zag","Diego","zag","7.04","286","1.40","0.20","-0.7","-0.10","-2.10","15"
"14","8.0","zag","Miranda","zag","6.48","286","1.39","0.21","3.2","0.49","1.81","6"
"14","8.0","zag","Raul Gustavo","zag","8.12","277","1.10","0.13","0.0","0.00","-1.10","10"
"14","8.0","zag","Luciano Castán","zag","6.48","285","0.88","0.14","0.8","0.12","-0.08","8"
"14","8.0","zag","Rafael Forster","zag","6.09","276","0.76","0.12","-0.3","-0.05","-1.06","12"
"14","8.0","zag","Murilo","zag","9.69","314","0.72","0.07","1.2","0.12","0.48","7"
"14","8.0","zag","Velázquez","zag","6.58","264","0.71","0.11","","","","14"
"14","8.0","zag","Eduardo Bauermann","zag","9.91","264","0.68","0.07","0.0","0.00","-0.68","11"
"14","8.0","zag","Marllon","zag","7.12","290","0.63","0.09","3.8","0.53","3.17","5"
"14","8.0","zag","Marcelo Benevenuto","zag","7.41","282","-0.21","-0.03","3.9","0.53","4.11","4"
"14","12.0","zag","Junior Alonso","zag","12.1","356","2.24","0.19","0.0","0.00","-2.24","3"
"14","12.0","zag","Léo Ortiz","zag","10.91","293","2.01","0.18","1.5","0.14","-0.51","2"
"14","12.0","zag","Nino","zag","12.64","263","1.10","0.09","8.8","0.70","7.70","1"
"14","4.0","lat","Moisés","lat","4.85","294","1.92","0.40","6.5","1.34","4.58","3"
"14","4.0","lat","Uendel","lat","3.69","290","1.52","0.41","0.7","0.19","-0.82","5"
"14","4.0","lat","Raúl Cáceres","lat","4.77","262","1.36","0.29","7.2","1.51","5.84","1"
"14","4.0","lat","Khellven ","lat","4.74","280","1.28","0.27","0.0","0.00","-1.28","6"
"14","4.0","lat","Jefferson","lat","4.22","354","1.19","0.28","-0.8","-0.19","-1.99","8"
"14","4.0","lat","Hayner","lat","3.99","354","1.19","0.30","2.9","0.73","1.71","4"
"14","4.0","lat","Rodrigo Soares","lat","2.72","276","0.99","0.37","0.0","0.00","-0.99","7"
"14","4.0","lat","Marlon ","lat","3.99","262","0.47","0.12","6.8","1.70","6.33","2"
"14","8.0","lat","Abner Vinícius","lat","7.54","280","3.07","0.41","6.1","0.81","3.03","4"
"14","8.0","lat","Fábio Santos","lat","7.53","277","2.42","0.32","-0.5","-0.07","-2.92","16"
"14","8.0","lat","Luan Cândido","lat","9.37","293","2.38","0.25","4.1","0.44","1.72","6"
"14","8.0","lat","Bruno Pacheco","lat","8.8","373","2.33","0.26","0.0","0.00","-2.33","15"
"14","8.0","lat","Saravia","lat","8.18","266","2.13","0.26","9.2","1.12","7.07","2"
"14","8.0","lat","Ayrton Lucas","lat","7.5","327","1.92","0.26","0.3","0.04","-1.62","12"
"14","8.0","lat","Lucas Pires","lat","9.75","264","1.89","0.19","0.6","0.06","-1.29","10"
"14","8.0","lat","Hugo","lat","6.19","266","1.88","0.30","8.3","1.34","6.42","3"
"14","8.0","lat","Welington ","lat","9.52","286","1.85","0.19","1.9","0.20","0.05","9"
"14","8.0","lat","Rafinha","lat","9.49","286","1.85","0.20","0.0","0.00","-1.85","14"
"14","8.0","lat","Juninho Capixaba","lat","6.2","282","1.52","0.25","0.2","0.03","-1.32","13"
"14","8.0","lat","Nino Paraíba","lat","6.02","373","1.44","0.24","-1.8","-0.30","-3.24","17"
"14","8.0","lat","Piquerez","lat","7.55","314","1.22","0.16","3.7","0.49","2.48","8"
"14","8.0","lat","Aderlan","lat","7.59","293","1.21","0.16","0.5","0.07","-0.71","11"
"14","8.0","lat","Samuel Xavier","lat","8.76","263","1.20","0.14","12.8","1.46","11.60","1"
"14","8.0","lat","Kevin ","lat","6.18","275","1.06","0.17","3.8","0.61","2.74","7"
"14","8.0","lat","Bruno Cortez","lat","6.26","275","1.05","0.17","4.2","0.67","3.15","5"
"14","12.0","lat","Marcos Rocha","lat","10.95","314","0.70","0.06","0.0","0.00","-0.70","2"
"14","12.0","lat","Guilherme Arana","lat","11.27","356","0.49","0.04","1.8","0.16","1.31","1"
"14","4.0","mei","Juninho","mei","5.93","262","3.03","0.51","1.3","0.22","-1.73","13"
"14","4.0","mei","Eduardo","mei","4.83","275","2.99","0.62","7.4","1.53","4.41","3"
"14","4.0","mei","Igor Gomes","mei","5.79","286","2.20","0.38","-0.2","-0.03","-2.40","23"
"14","4.0","mei","Arias","mei","5.93","263","1.61","0.27","9.4","1.59","7.79","1"
"14","4.0","mei","Tchê Tchê","mei","3.81","266","1.53","0.40","0.0","0.00","-1.53","21"
"14","4.0","mei","Cantillo","mei","5.14","277","1.36","0.26","2.1","0.41","0.74","9"
"14","4.0","mei","Rafael Gava","mei","3.29","290","1.12","0.34","0.9","0.27","-0.22","17"
"14","4.0","mei","Taison","mei","3.92","294","1.11","0.28","8.4","2.14","7.29","2"
"14","4.0","mei","Diego","mei","3.27","327","0.98","0.30","0.0","0.00","-0.98","20"
"14","4.0","mei","Vina","mei","3.47","373","0.96","0.28","0.0","0.00","-0.96","19"
"14","4.0","mei","Richardson","mei","3.54","373","0.95","0.27","-0.5","-0.14","-1.45","26"
"14","4.0","mei","Thiago Maia","mei","4.42","327","0.90","0.20","3.1","0.70","2.20","5"
"14","4.0","mei","Gabriel","mei","3.68","286","0.88","0.24","-0.3","-0.08","-1.18","25"
"14","4.0","mei","Galarza","mei","4.08","285","0.82","0.20","0.0","0.00","-0.82","22"
"14","4.0","mei","Yuri Lima","mei","3.64","276","0.82","0.23","2.5","0.69","1.68","8"
"14","4.0","mei","Caio","mei","2.9","1371","0.71","0.24","1.1","0.38","0.39","15"
"14","4.0","mei","Matheus Sales","mei","2.87","1371","0.71","0.25","1.0","0.35","0.29","16"
"14","4.0","mei","Richard Coelho","mei","4.7","373","0.70","0.15","-0.3","-0.06","-1.00","24"
"14","4.0","mei","Lucas Lima","mei","4.07","282","0.67","0.16","2.6","0.64","1.93","7"
"14","4.0","mei","Allan","mei","4.03","356","0.62","0.15","1.7","0.42","1.08","12"
"14","4.0","mei","Thonny Anderson","mei","3.05","285","0.53","0.17","1.3","0.43","0.77","14"
"14","4.0","mei","Otávio","mei","3.88","356","0.47","0.12","0.6","0.15","0.13","18"
"14","4.0","mei","Edson ","mei","4.39","354","0.42","0.10","6.1","1.39","5.68","4"
"14","4.0","mei","Camilo","mei","3.72","290","0.35","0.09","2.6","0.70","2.25","6"
"14","4.0","mei","Ronald","mei","2.82","282","0.15","0.05","-2.4","-0.85","-2.55","27"
"14","4.0","mei","Camacho","mei","4.19","264","0.09","0.02","2.0","0.48","1.91","10"
"14","4.0","mei","Lucas Kal","mei","2.79","262","-0.13","-0.04","1.9","0.68","2.03","11"
"14","8.0","mei","Alê","mei","8.82","262","3.53","0.40","3.7","0.42","0.17","10"
"14","8.0","mei","Willian Farias","mei","7.68","285","2.93","0.38","5.2","0.68","2.27","7"
"14","8.0","mei","Rodrigo Nestor","mei","7.01","286","2.75","0.39","1.3","0.19","-1.45","17"
"14","8.0","mei","Fernando Sobral","mei","6.15","373","2.48","0.40","0.0","0.00","-2.48","21"
"14","8.0","mei","Raul","mei","6.69","293","2.30","0.34","4.0","0.60","1.70","9"
"14","8.0","mei","Gustavo Mantuan","mei","9.64","277","2.29","0.24","-0.4","-0.04","-2.69","25"
"14","8.0","mei","Everton Ribeiro","mei","8.66","327","2.14","0.25","5.6","0.65","3.46","6"
"14","8.0","mei","Jorginho","mei","7.01","354","1.92","0.27","0.0","0.00","-1.92","22"
"14","8.0","mei","Erick","mei","6.05","280","1.90","0.31","4.8","0.79","2.90","8"
"14","8.0","mei","Marlon Freitas","mei","7.33","354","1.90","0.26","9.2","1.26","7.30","3"
"14","8.0","mei","Vinícius Zanocelo","mei","8.11","264","1.61","0.20","12.0","1.48","10.39","1"
"14","8.0","mei","Hyoran","mei","7.73","293","1.60","0.21","2.5","0.32","0.90","11"
"14","8.0","mei","Lima","mei","9.87","373","1.58","0.16","10.6","1.07","9.02","2"
"14","8.0","mei","Hugo Moura","mei","8.42","280","1.56","0.18","-0.7","-0.08","-2.26","26"
"14","8.0","mei","Felipe","mei","6.74","282","1.51","0.22","0.0","0.00","-1.51","23"
"14","8.0","mei","Terans","mei","9.53","280","1.38","0.14","2.0","0.21","0.62","13"
"14","8.0","mei","André","mei","6.49","263","1.24","0.19","5.7","0.88","4.46","5"
"14","8.0","mei","Ganso","mei","6.4","263","1.23","0.19","0.7","0.11","-0.53","18"
"14","8.0","mei","Raniele","mei","9.73","275","1.23","0.13","2.0","0.21","0.77","12"
"14","8.0","mei","Gabriel","mei","7.2","294","1.14","0.16","-0.3","-0.04","-1.44","24"
"14","8.0","mei","Bruno Silva","mei","7.53","275","1.10","0.15","8.5","1.13","7.40","4"
"14","8.0","mei","Renato Augusto","mei","7.07","277","0.98","0.14","0.0","0.00","-0.98","20"
"14","8.0","mei","Diego","mei","6.86","1371","0.83","0.12","1.8","0.26","0.97","15"
"14","8.0","mei","Elvis","mei","6.88","1371","0.82","0.12","0.2","0.03","-0.62","19"
"14","8.0","mei","Chico","mei","6.25","276","0.81","0.13","2.0","0.32","1.19","14"
"14","8.0","mei","Jadson","mei","8.35","276","0.45","0.05","1.4","0.17","0.95","16"
"14","12.0","mei","Gustavo Scarpa","mei","12.37","314","2.76","0.22","6.5","0.53","3.74","1"
"14","12.0","mei","Zé Rafael","mei","13.55","314","2.38","0.18","5.4","0.40","3.02","2"
"14","12.0","mei","Edenílson","mei","11.75","294","1.90","0.16","0.0","0.00","-1.90","4"
"14","12.0","mei","Lucas Evangelista","mei","10.78","293","1.82","0.17","2.0","0.19","0.18","3"
"14","12.0","mei","Yago Pikachu","mei","10.32","282","0.93","0.09","-0.7","-0.07","-1.63","5"
"14","4.0","ata","Helinho","ata","3.72","293","3.78","1.02","0.5","0.13","-3.28","11"
"14","4.0","ata","Cléber","ata","3.31","373","2.58","0.78","0.0","0.00","-2.58","12"
"14","4.0","ata","Silvio Romero","ata","3.31","282","1.95","0.59","0.0","0.00","-1.95","13"
"14","4.0","ata","Carlos de Pena","ata","5.43","294","1.74","0.32","0.0","0.00","-1.74","21"
"14","4.0","ata","Caio Paulista","ata","4.71","263","1.63","0.35","1.1","0.23","-0.53","10"
"14","4.0","ata","David","ata","4.85","294","1.57","0.32","0.0","0.00","-1.57","15"
"14","4.0","ata","Adrián Martínez","ata","4.05","285","1.56","0.39","0.0","0.00","-1.56","20"
"14","4.0","ata","André","ata","3.77","290","1.33","0.35","0.0","0.00","-1.33","17"
"14","4.0","ata","Capixaba","ata","5.22","276","1.31","0.25","4.0","0.77","2.69","2"
"14","4.0","ata","Jan Hurtado","ata","3.31","293","1.23","0.37","0.0","0.00","-1.23","16"
"14","4.0","ata","Ricardo Bueno","ata","4.64","276","1.21","0.26","2.6","0.56","1.39","7"
"14","4.0","ata","André Luís","ata","3.46","290","1.08","0.31","3.2","0.92","2.12","5"
"14","4.0","ata","Marcelo Cirino","ata","3.76","280","1.06","0.28","-0.1","-0.03","-1.16","23"
"14","4.0","ata","Felipe Marques","ata","2.89","290","0.94","0.32","-0.1","-0.03","-1.04","22"
"14","4.0","ata","Vinicius","ata","4.01","1371","0.77","0.19","3.8","0.95","3.03","3"
"14","4.0","ata","Aloísio","ata","5.2","262","0.50","0.10","0.0","0.00","-0.50","19"
"14","4.0","ata","Dadá Belmonte","ata","3.91","1371","0.38","0.10","2.5","0.64","2.12","8"
"14","4.0","ata","Vinícius Lopes","ata","4.94","266","0.36","0.07","8.4","1.70","8.04","1"
"14","4.0","ata","Rwan","ata","3.28","264","0.14","0.04","1.9","0.58","1.76","9"
"14","4.0","ata","Airton","ata","5.59","354","0.14","0.03","2.9","0.52","2.76","6"
"14","4.0","ata","Pablo","ata","5.69","280","0.05","0.01","0.0","0.00","-0.05","18"
"14","4.0","ata","Churín","ata","4.87","354","-0.03","-0.01","3.5","0.72","3.53","4"
"14","4.0","ata","Luiz Fernando ","ata","4.4","354","-0.03","-0.01","0.0","0.00","0.03","14"
"14","8.0","ata","Alemão","ata","6.48","294","4.33","0.67","0.0","0.00","-4.33","9"
"14","8.0","ata","Óscar Ruíz","ata","8.96","276","3.88","0.43","-0.9","-0.10","-4.78","11"
"14","8.0","ata","Alef Manga","ata","9.67","285","3.74","0.39","6.0","0.62","2.26","2"
"14","8.0","ata","Bissoli","ata","9.4","275","2.97","0.32","0.6","0.06","-2.37","7"
"14","8.0","ata","Everaldo ","ata","8.75","262","2.41","0.28","-0.4","-0.05","-2.81","10"
"14","8.0","ata","Moisés","ata","6.16","282","2.18","0.35","0.9","0.15","-1.28","6"
"14","8.0","ata","Cuello","ata","7.42","280","1.86","0.25","0.0","0.00","-1.86","8"
"14","8.0","ata","Pedro Raul","ata","9.99","1371","1.74","0.17","4.3","0.43","2.56","3"
"14","8.0","ata","Felipe Azevedo","ata","6.02","262","1.40","0.23","2.0","0.33","0.60","5"
"14","8.0","ata","Vargas","ata","8.38","356","1.31","0.16","6.9","0.82","5.59","1"
"14","8.0","ata","Artur","ata","7.59","293","0.61","0.08","3.4","0.45","2.79","4"
"14","12.0","ata","Léo Baptistão ","ata","10.34","264","4.43","0.43","5.1","0.49","0.67","3"
"14","12.0","ata","Cano","ata","12.33","263","4.22","0.34","16.3","1.32","12.08","1"
"14","12.0","ata","Marcos Leonardo","ata","12.16","264","3.69","0.30","2.8","0.23","-0.89","6"
"14","12.0","ata","Rony","ata","12.86","314","3.34","0.26","2.8","0.22","-0.54","7"
"14","12.0","ata","Gabriel","ata","11.11","327","2.91","0.26","7.4","0.67","4.49","2"
"14","12.0","ata","Muriqui","ata","10.05","275","2.62","0.26","0.6","0.06","-2.02","9"
"14","12.0","ata","Morato","ata","10.05","275","2.62","0.26","3.0","0.30","0.38","5"
"14","12.0","ata","Dudu","ata","11.45","314","2.39","0.21","3.2","0.28","0.81","4"
"14","12.0","ata","Ademir","ata","11.09","356","2.32","0.21","0.8","0.07","-1.52","8"
"14","4.0","tec","Marquinhos Santos","tec","3.83","373","3.20","0.84","2.04","0.53","-1.16","4"
"14","4.0","tec","Umberto Louzer","tec","5.63","276","1.83","0.32","2.45","0.44","0.62","3"
"14","4.0","tec","Jair Ventura","tec","5.75","1371","1.79","0.31","2.65","0.46","0.86","2"
"14","4.0","tec","António Oliveira","tec","5.82","290","1.32","0.23","3.3","0.57","1.98","1"
"14","8.0","tec","Fernando Diniz","tec","9.64","263","4.26","0.44","9.6","1.00","5.34","1"
"14","8.0","tec","Jorginho","tec","8.05","354","3.98","0.49","2.87","0.36","-1.11","8"
"14","8.0","tec","Eduardo Barroca","tec","7.93","275","3.29","0.41","3.08","0.39","-0.21","7"
"14","8.0","tec","Luís Castro","tec","8.56","266","3.16","0.37","6.1","0.71","2.94","4"
"14","8.0","tec","Mano Menezes","tec","8.39","294","2.97","0.35","3.48","0.41","0.51","6"
"14","8.0","tec","Luiz Felipe Scolari","tec","8.86","280","2.90","0.33","7.09","0.80","4.19","2"
"14","8.0","tec","Dorival Júnior","tec","8.91","327","2.80","0.31","3.59","0.40","0.79","5"
"14","8.0","tec","Juan Vojvoda","tec","7.62","282","2.77","0.36","2.62","0.34","-0.15","9"
"14","8.0","tec","Vagner Mancini","tec","6.81","262","2.59","0.38","6.34","0.93","3.75","3"
"14","12.0","tec","Abel Ferreira","tec","12.94","314","3.87","0.30","3.27","0.25","-0.60","4"
"14","12.0","tec","Antonio Mohamed","tec","12.64","356","3.83","0.30","4.38","0.35","0.55","2"
"14","12.0","tec","Vítor Pereira","tec","12.18","277","3.42","0.28","0.88","0.07","-2.54","7"
"14","12.0","tec","Maurício Barbieri","tec","10.72","293","3.36","0.31","2.35","0.22","-1.01","5"
"14","12.0","tec","Fabián Bustos","tec","10.4","264","3.16","0.30","3.59","0.35","0.43","3"
"14","12.0","tec","Rogério Ceni","tec","11.89","286","2.76","0.23","2.22","0.19","-0.54","6"
"14","12.0","tec","Gustavo Morínigo","tec","10.88","285","2.73","0.25","5.51","0.51","2.78","1"
"15","4.0","gol","César","gol","4.06","282","2.13","0.53","-1.0","-0.25","-3.13","6"
"15","4.0","gol","Douglas Friedrich","gol","5.61","1371","0.36","0.06","","","","1"
"15","4.0","gol","Vinicius Machado","gol","2.64","285","0.20","0.08","0.0","0.00","-0.20","4"
"15","4.0","gol","Ronaldo","gol","4.98","276","0.08","0.02","3.0","0.60","2.92","2"
"15","4.0","gol","Marcelo Boeck","gol","3.45","294","0.00","0.00","0.0","0.00","0.00","5"
"15","4.0","gol","Rafael William","gol","2.95","356","-0.10","-0.03","2.0","0.68","2.10","3"
"15","8.0","gol","Jandrei","gol","7.15","373","2.50","0.35","7.0","0.98","4.50","3"
"15","8.0","gol","Bento","gol","9.8","275","2.16","0.22","-1.0","-0.10","-3.16","7"
"15","8.0","gol","Santos","gol","9.44","277","1.43","0.15","0.0","0.00","-1.43","6"
"15","8.0","gol","Cleiton","gol","8.93","263","1.35","0.15","8.0","0.90","6.65","2"
"15","8.0","gol","Tadeu","gol","7.66","327","0.93","0.12","2.5","0.33","1.57","4"
"15","8.0","gol","Daniel","gol","7.05","354","0.84","0.12","13.7","1.94","12.86","1"
"15","8.0","gol","Gatito Fernández","gol","8.0","280","0.82","0.10","2.5","0.31","1.68","5"
"15","12.0","gol","Fábio","gol","11.43","264","4.11","0.36","5.5","0.48","1.39","6"
"15","12.0","gol","Weverton","gol","10.38","293","3.67","0.35","10.0","0.96","6.33","1"
"15","12.0","gol","Cássio","gol","11.16","266","2.82","0.25","9.0","0.81","6.18","2"
